Employee,Employee No,Employee Postcode,Area Code,Client,Address,Address2,Town,County,Postcode,Area,Funder,Date,Start Time,End Time,Pay Rate,Hours of call,Miles,Estimated Time (Mins)
Carer 16,,SP4 8fy,SA02,Client 227,,,,,SP2 0JP,Salisbury,Social Services Zone 3,07-Nov-20,5:00 PM,6:00 PM,Weekday Hour,1,0.838,4.4
Carer 16,,SP4 8fy,,Client 176,,,,,SP2 7EL,Salisbury,Social Services Zone 3,07-Nov-20,6:15 PM,6:45 PM,Weekday Half Hour,0.5,2.498,7.11
Carer 16,,SP4 8fy,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,07-Nov-20,7:00 PM,7:30 PM,Weekend Half Hour Night,0.5,3.11,8.58
Carer 16,,SP4 8fy,,Client 46,,,,,SP2 0JA,Salisbury,Social Services Zone 3,07-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,0.922,3.34
Carer 16,,SP4 8fy,SA02,Client 227,,,,,SP2 0JP,Salisbury,Social Services Zone 3,07-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,0.589,3.39
Carer 16,,SP4 8fy,,Client 16,,,,,SP2 7XX,Salisbury,Social Services Zone 3,07-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,,
Carer 16,,SP4 8fy,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,08-Nov-20,4:20 PM,4:50 PM,Weekend Half Hour,0.5,,
Carer 16,,SP4 8fy,SA02,Client 227,,,,,SP2 0JP,Salisbury,Social Services Zone 3,08-Nov-20,5:00 PM,6:00 PM,Weekday Hour,1,0.838,4.4
Carer 16,,SP4 8fy,,Client 176,,,,,SP2 7EL,Salisbury,Social Services Zone 3,08-Nov-20,6:15 PM,6:45 PM,Weekday Half Hour,0.5,2.498,7.11
Carer 16,,SP4 8fy,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,08-Nov-20,7:00 PM,7:30 PM,Weekend Half Hour Night,0.5,3.11,8.58
Carer 16,,SP4 8fy,,Client 46,,,,,SP2 0JA,Salisbury,Social Services Zone 3,08-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour,0.5,0.922,3.34
Carer 16,,SP4 8fy,SA02,Client 227,,,,,SP2 0JP,Salisbury,Social Services Zone 3,08-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,0.589,3.39
Carer 16,,SP4 8fy,,Client 16,,,,,SP2 7XX,Salisbury,Social Services Zone 3,08-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,02-Nov-20,8:45 AM,9:15 AM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,02-Nov-20,10:00 AM,12:00 PM,Weekly Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,03-Nov-20,8:45 AM,9:15 AM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,03-Nov-20,10:00 AM,12:00 PM,Weekly Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 188,,,,,SP2 8AN,Salisbury,Private 2016,03-Nov-20,1:00 PM,4:00 PM,Carer Relief Social,3,5.184,12.26
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,04-Nov-20,12:00 PM,2:00 PM,Weekly Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,05-Nov-20,8:45 AM,9:15 AM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,05-Nov-20,10:00 AM,12:00 PM,Weekly Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,05-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,06-Nov-20,10:00 AM,12:00 PM,Weekly Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 188,,,,,SP2 8AN,Salisbury,Private 2016,06-Nov-20,1:00 PM,4:00 PM,Carer Relief Social,3,5.184,12.26
Carer 18,,SP4 9DW,,Client 46,,,,,SP2 0JA,Salisbury,Social Services Zone 3,07-Nov-20,8:00 AM,8:30 AM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,07-Nov-20,8:45 AM,9:15 AM,Weekend Half Hour,0.5,0.922,3.25
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,07-Nov-20,10:00 AM,12:00 PM,Weekend Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,07-Nov-20,12:00 PM,12:30 PM,Weekend Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 46,,,,,SP2 0JA,Salisbury,Social Services Zone 3,08-Nov-20,8:00 AM,8:30 AM,Weekday Half Hour,0.5,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,08-Nov-20,8:45 AM,9:15 AM,Weekend Half Hour,0.5,0.922,3.25
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,08-Nov-20,10:00 AM,12:00 PM,Weekend Carer Relief Hours,2,,
Carer 18,,SP4 9DW,,Client 173,,,,,SP2 0LB,Salisbury,Private 2016,08-Nov-20,12:00 PM,12:30 PM,Weekend Half Hour,0.5,,
Carer 21,,,,Client 2,,,,,SP1 3NR,Salisbury,Social Services Zone 3,02-Nov-20,3:15 PM,4:15 PM,Weekday Hour,1,,
Carer 21,,,,Client 192,,,,,SP5 1ED,Salisbury,Private 2016,02-Nov-20,6:30 PM,7:15 PM,Weekday Three Quarter Hour,0.75,6.814,15.57
Carer 21,,,,Client 2,,,,,SP1 3NR,Salisbury,Social Services Zone 3,03-Nov-20,3:15 PM,4:15 PM,Weekday Hour,1,,
Carer 21,,,,Client 2,,,,,SP1 3NR,Salisbury,Social Services Zone 3,04-Nov-20,3:15 PM,4:15 PM,Weekday Hour,1,,
Carer 21,,,,Client 2,,,,,SP1 3NR,Salisbury,Social Services Zone 3,06-Nov-20,3:15 PM,4:15 PM,Weekday Hour,1,,
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,02-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,02-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,2.254,6.36
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,02-Nov-20,10:15 AM,11:00 AM,Weekday Three Quarter Hour,0.75,1.51,4.55
Carer 24,,SP4 7XH,SA01,Client 66,,,,,SP4 7QT,Salisbury,Private 2016,02-Nov-20,12:00 PM,1:00 PM,Weekday Hour,1,0.061,0.21
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,02-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,2.83,7.45
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,03-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,03-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,2.254,6.36
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,03-Nov-20,10:00 AM,11:30 AM,Weekday Hour,1.5,1.51,4.55
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,03-Nov-20,11:30 AM,12:00 PM,Weekday Half Hour,0.5,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,03-Nov-20,12:15 PM,12:45 PM,Weekday Half Hour,0.5,1.286,4.2
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,03-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,2.239,6.38
Carer 24,,SP4 7XH,SA01,Client 213,,,,,SP3 4HB,Salisbury,Direct Payments,03-Nov-20,1:45 PM,2:15 PM,Weekday Half Hour,0.5,6.57,13.34
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,03-Nov-20,4:00 PM,4:30 PM,Weekday Half Hour,0.5,7.004,13.04
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,03-Nov-20,4:30 PM,5:00 PM,Weekday Half Hour,0.5,2.723,7.57
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,04-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,04-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,2.254,6.36
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,04-Nov-20,10:15 AM,11:45 AM,Weekday Hour,1.5,1.51,4.55
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,04-Nov-20,11:45 AM,12:15 PM,Weekday Half Hour,0.5,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,04-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,1.286,4.2
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,04-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,2.239,6.38
Carer 24,,SP4 7XH,SA01,Client 213,,,,,SP3 4HB,Salisbury,Direct Payments,04-Nov-20,2:00 PM,2:30 PM,Weekday Half Hour,0.5,6.57,13.34
Carer 24,,SP4 7XH,,Client 184,,,,,SP4 8EQ,Salisbury,Social Services Zone 2,05-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 24,,SP4 7XH,,Client 91,,,,,SP4 7JX,Salisbury,Social Services Zone 2,05-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,2.254,6.36
Carer 24,,SP4 7XH,SA01,Client 237,,,,,SP4 7QY,Salisbury,Social Services Zone 2,05-Nov-20,10:15 AM,11:45 AM,Weekday Hour,1.5,1.51,4.55
