Employee,Employee No,Employee Postcode,Area Code,Client,Address,Address2,Town,County,Postcode,Area,Funder,Date,Start Time,End Time,Pay Rate,Hours of call,Miles,Estimated Time (Mins)
Carer 3,,BA14 0EQ,BO01,Client 134,,,,,BA15 2SB,N.Wiltshire,Private 2016,6-Nov-20,11:45 AM,12:30 PM,Weekday Three Quarter Hour,0.75,5.564,16.42
Carer 3,,BA14 0EQ,BO01,Client 76,,,,,BA15 2NL,N.Wiltshire,Private 2016,6-Nov-20,12:45 PM,1:00 PM,Weekday Fifteen Minutes,0.25,4.6,10.28
Carer 3,,BA14 0EQ,BO01,Client 210,,,,,BA15 2DU,N.Wiltshire,,6-Nov-20,1:15 PM,3:15 PM,,2,4.684,15.11
Carer 3,,BA14 0EQ,BO01,Client 6,,,,,BA14 7EF,N.Wiltshire,Direct Payments,7-Nov-20,7:00 AM,8:00 AM,Weekend Hour,1,,
Carer 3,,BA14 0EQ,BO01,Client 58,,,,,BA15 1HG,N.Wiltshire,Private,7-Nov-20,8:15 AM,9:30 AM,Weekend Hour,1.25,3.118,9.46
Carer 3,,BA14 0EQ,BO01,Client 140,,,,,BA15 1EJ,N.Wiltshire,Private 2016,7-Nov-20,9:45 AM,10:45 AM,Weekend Hour,1,1.114,4.44
Carer 3,,BA14 0EQ,BO01,Client 127,,,,,BA15 1US,N.Wiltshire,Direct Payments,7-Nov-20,11:00 AM,11:15 AM,Weekend Fifteen Minutes,0.25,1.394,6.57
Carer 3,,BA14 0EQ,BO01,Client 25,,,,,BA14 7PW,N.Wiltshire,Social Services Zone 1,7-Nov-20,1:15 PM,2:00 PM,Weekday Three Quarter Hour,0.75,5.068,14.01
Carer 3,,BA14 0EQ,,Client 199,,,,,BA14 7HY,N.Wiltshire,CCG Zone 1,7-Nov-20,5:15 PM,5:45 PM,Weekend Half Hour,0.5,1.705,4.29
Carer 3,,BA14 0EQ,,Client 123,,,,,BA15 2NJ,N.Wiltshire,Social Services Zone 1,7-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,6.655,16.52
Carer 3,,BA14 0EQ,BO01,Client 99,,,,,BA15 1PW,N.Wiltshire,Private 2016,7-Nov-20,6:45 PM,7:00 PM,Weekend Fifteen Minutes,0.25,1.45,4.5
Carer 3,,BA14 0EQ,BO01,Client 172,,,,,BA115 1LQ,N.Wiltshire,Private 2016,7-Nov-20,7:15 PM,7:30 PM,Weekend Fifteen Minutes Night,0.25,,
Carer 3,,BA14 0EQ,BO01,Client 162,,,,,BA15 1SF,N.Wiltshire,Social Services Zone 1,7-Nov-20,7:45 PM,8:15 PM,Weekday Half Hour,0.5,,
Carer 3,,BA14 0EQ,BO01,Client 9,,,,,BA15 2JJ,N.Wiltshire,Private 2016,7-Nov-20,8:30 PM,9:00 PM,Weekend Half Hour Night,0.5,1.878,5.19
Carer 3,,BA14 0EQ,BO01,Client 58,,,,,BA15 1HG,N.Wiltshire,Private,8-Nov-20,7:30 AM,8:45 AM,Weekend Hour,1.25,2.729,9.33
Carer 3,,BA14 0EQ,BO01,Client 9,,,,,BA15 2JJ,N.Wiltshire,,8-Nov-20,9:00 AM,9:30 AM,,0.5,3.164,9.46
Carer 3,,BA14 0EQ,,Client 199,,,,,BA14 7HY,N.Wiltshire,Private 2016,8-Nov-20,10:30 AM,11:30 AM,Weekend Hour,1,6.473,16.01
Carer 3,,BA14 0EQ,BO01,Client 214,,,,,SN12 7HQ,N.Wiltshire,,8-Nov-20,12:00 PM,12:30 PM,,0.5,6.505,14.19
Carer 4,,NP23 6LR,WA01,Client 61,,,,,NP26 3EW,Monmouth,Social Services,7-Nov-20,8:30 AM,9:00 AM,Weekend Half Hour,0.5,,
Carer 4,,NP23 6LR,WA01,Client 169,,,,,NP26 3EW,Monmouth,Social Services,7-Nov-20,9:00 AM,10:00 AM,Weekend Hour,1,,
Carer 4,,NP23 6LR,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,7-Nov-20,10:15 AM,10:30 AM,Weekday Fifteen Minutes,0.25,2.51,6.44
Carer 4,,NP23 6LR,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Social Services,7-Nov-20,10:45 AM,11:15 AM,Weekend Half Hour,0.5,1.499,5.04
Carer 4,,NP23 6LR,WA01,Client 169,,,,,NP26 3EW,Monmouth,Social Services,7-Nov-20,11:30 AM,12:00 PM,Weekend Half Hour,0.5,3.27,7.13
Carer 5,,BA1 2RP,BO01,Client 214,,,,,SN12 7HQ,N.Wiltshire,Social Services Zone 1,3-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,,
Carer 5,,BA1 2RP,,Client 111,,,,,BA14 6RA,N.Wiltshire,Private 2016,3-Nov-20,9:15 AM,9:45 AM,Weekday Half Hour,0.5,4.54,10.55
Carer 5,,BA1 2RP,BO01,Client 101,,,,,SN12 6UF,N. Wilts Live-In,L-I Carer Relief Non chargable,3-Nov-20,11:00 AM,1:00 PM,Li Carer Relief Social,2,5.102,10.09
Carer 5,,BA1 2RP,BO01,Client 43,,,,,BA15 1EA,N.Wiltshire,Private 2016,3-Nov-20,1:30 PM,3:30 PM,Weekday Hour,2,8.364,18.29
Carer 6,,NP236LR,WA07,Client 223,,,,,NP4 0LS,Monmouth,,2-Nov-20,9:00 AM,5:00 PM,,8,,
Carer 6,,NP236LR,WA07,Client 223,,,,,NP4 0LS,Monmouth,,3-Nov-20,9:00 AM,5:00 PM,,8,,
Carer 6,,NP236LR,WA07,Client 223,,,,,NP4 0LS,Monmouth,,4-Nov-20,9:00 AM,5:00 PM,,8,,
Carer 6,,NP236LR,WA07,Client 223,,,,,NP4 0LS,Monmouth,,5-Nov-20,9:00 AM,5:00 PM,,8,,
Carer 6,,NP236LR,WA07,Client 223,,,,,NP4 0LS,Monmouth,,6-Nov-20,9:00 AM,5:00 PM,,8,,
Carer 7,,SP2 8LU,SA02,Client 5,,,,,SP2 8JJ,Salisbury,Social Services Zone 3,2-Nov-20,7:45 AM,8:45 AM,Weekday Hour,1,,
Carer 7,,SP2 8LU,,Client 106,,,,,SP2 7UX,Salisbury,Private 2016,2-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,1.05,5.41
Carer 7,,SP2 8LU,SA01,Client 133,,,,,SP3 4UH,Salisbury,Social Services Zone 2,2-Nov-20,9:45 AM,10:45 AM,Weekday Hour,1,6.813,15.12
Carer 7,,SP2 8LU,,Client 57,,,,,SP1 1RZ,Salisbury,Social Services Zone 3,2-Nov-20,11:15 AM,11:45 AM,Weekday Half Hour,0.5,8.408,18.28
Carer 7,,SP2 8LU,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,2-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,1.725,6.25
Carer 7,,SP2 8LU,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,2-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,,
Carer 7,,SP2 8LU,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,2-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,1.077,3.5
Carer 7,,SP2 8LU,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,2-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,,
Carer 7,,SP2 8LU,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,2-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,1.066,3.49
Carer 7,,SP2 8LU,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,2-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,,
Carer 7,,SP2 8LU,,Client 78,,,,,SP1 3LD,Salisbury,Private 2016,2-Nov-20,5:45 PM,6:00 PM,Weekday Fifteen Minutes,0.25,1.193,4.37
Carer 7,,SP2 8LU,,Client 197,,,,,SP2 8NB,Salisbury,Private 2016,2-Nov-20,6:15 PM,6:45 PM,Weekday Half Hour,0.5,3.84,11.21
Carer 7,,SP2 8LU,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,2-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,2.49,7.08
Carer 7,,SP2 8LU,,Client 116,,,,,SP5 3BY,Salisbury,Private 2016,2-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour Night,0.5,2.702,9.08
Carer 7,,SP2 8LU,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,2-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,2.645,9.03
Carer 7,,SP2 8LU,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,2-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,1.513,5.24
Carer 7,,SP2 8LU,SA02,Client 5,,,,,SP2 8JJ,Salisbury,Social Services Zone 3,3-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,2.299,7.04
Carer 7,,SP2 8LU,SA01,Client 133,,,,,SP3 4UH,Salisbury,Social Services Zone 2,3-Nov-20,9:45 AM,10:45 AM,Weekday Hour,1,9.029,16.57
Carer 7,,SP2 8LU,SA02,Client 84,,,,,SP2 8HU,Salisbury,Private 2016,3-Nov-20,11:00 AM,1:00 PM,Weekday Hour,2,8.627,15.31
Carer 7,,SP2 8LU,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,3-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,3.005,8.21
Carer 7,,SP2 8LU,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,3-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,1.217,4.36
Carer 7,,SP2 8LU,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,3-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,1.066,3.49
Carer 7,,SP2 8LU,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,3-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,,
Carer 7,,SP2 8LU,,Client 78,,,,,SP1 3LD,Salisbury,Private 2016,3-Nov-20,6:00 PM,6:15 PM,Weekday Fifteen Minutes,0.25,1.193,4.37
Carer 7,,SP2 8LU,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,3-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,1.301,5.31
Carer 7,,SP2 8LU,,Client 116,,,,,SP5 3BY,Salisbury,Private 2016,3-Nov-20,7:30 PM,8:00 PM,Weekday Half Hour Night,0.5,2.702,9.08
Carer 7,,SP2 8LU,,Client 34,,,,,SP1 3DY,Salisbury,Private 2016,3-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour Night,0.5,2.645,9.03
Carer 7,,SP2 8LU,,Client 45,,,,,SP2 7AX,Salisbury,Social Services Zone 3,3-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,1.513,5.24
Carer 7,,SP2 8LU,SA02,Client 5,,,,,SP2 8JJ,Salisbury,Social Services Zone 3,4-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,2.299,7.04
Carer 7,,SP2 8LU,SA01,Client 133,,,,,SP3 4UH,Salisbury,Social Services Zone 2,4-Nov-20,9:45 AM,10:45 AM,Weekday Hour,1,9.029,16.57
Carer 7,,SP2 8LU,,Client 57,,,,,SP1 1RZ,Salisbury,Social Services Zone 3,4-Nov-20,11:00 AM,11:30 AM,Weekday Half Hour,0.5,8.408,18.28
Carer 7,,SP2 8LU,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,4-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,1.725,6.25
Carer 7,,SP2 8LU,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,4-Nov-20,12:30 PM,1:00 PM,Weekday Half Hour,0.5,,
Carer 7,,SP2 8LU,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,4-Nov-20,1:00 PM,1:30 PM,Weekday Half Hour,0.5,1.077,3.5
Carer 7,,SP2 8LU,,Client 12,,,,,SP1 3QT,Salisbury,Social Services Zone 3,4-Nov-20,4:00 PM,4:45 PM,Weekday Three Quarter Hour,0.75,,
Carer 7,,SP2 8LU,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,4-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,1.066,3.49
Carer 7,,SP2 8LU,SA02,Client 103,,,,,SP1 3BL,Salisbury,Private 2016,4-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,,
Carer 7,,SP2 8LU,,Client 197,,,,,SP2 8NB,Salisbury,Private 2016,4-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,2.906,8.03
Carer 7,,SP2 8LU,SA02,Client 3,,,,,SP1 3AG,Salisbury,Social Services Zone 3,8-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 7,,SP2 8LU,SA02,Client 5,,,,,SP2 8JJ,Salisbury,Social Services Zone 3,8-Nov-20,8:00 AM,9:00 AM,Weekday Hour,1,2.372,8.05
Carer 7,,SP2 8LU,SA01,Client 133,,,,,SP3 4UH,Salisbury,Social Services Zone 2,8-Nov-20,9:45 AM,10:45 AM,Weekday Hour,1,9.029,16.57
Carer 7,,SP2 8LU,SA02,Client 104,,,,,SP1 3BL,Salisbury,Private 2016,8-Nov-20,12:00 PM,12:30 PM,Weekend Half Hour,0.5,7.052,15.36
