Employee,Employee No,Employee Postcode,Area Code,Client,Address,Address2,Town,County,Postcode,Area,Funder,Date,Start Time,End Time,Pay Rate,Hours of call,Miles,Estimated Time (Mins)
Carer 26,,NP7 9AT,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,05-Nov-20,8:45 PM,9:00 PM,Weekday Fifteen Minutes,0.25,0.664,3.09
Carer 26,,NP7 9AT,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,05-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,0.694,3.12
Carer 26,,NP7 9AT,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,05-Nov-20,9:45 PM,10:15 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 26,,NP7 9AT,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,06-Nov-20,4:00 PM,4:30 PM,Weekday Half Hour,0.5,,
Carer 26,,NP7 9AT,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,06-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,0.85,3.18
Carer 26,,NP7 9AT,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,06-Nov-20,5:15 PM,5:45 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 26,,NP7 9AT,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,06-Nov-20,5:45 PM,6:15 PM,Weekday Half Hour,0.5,0.493,2.33
Carer 26,,NP7 9AT,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,06-Nov-20,6:45 PM,7:15 PM,Weekday Half Hour,0.5,4.361,9.22
Carer 26,,NP7 9AT,WA01,Client 219,,,,,NP7 9UR,Monmouth,Social Services,06-Nov-20,7:30 PM,7:45 PM,Weekday Fifteen Minutes,0.25,7.723,13.4
Carer 26,,NP7 9AT,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,06-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,6.251,13.49
Carer 26,,NP7 9AT,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,06-Nov-20,8:30 PM,8:45 PM,Weekday Fifteen Minutes,0.25,0.664,3.09
Carer 26,,NP7 9AT,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,06-Nov-20,8:45 PM,9:15 PM,Weekday Half Hour,0.5,0.694,3.12
Carer 26,,NP7 9AT,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,06-Nov-20,9:15 PM,9:45 PM,Weekday Half Hour,0.5,0.414,1.16
Carer 28,,NP23 4WB,WA01,Client 88,,,,,NP7 0PA,Monmouth,Social Services,06-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 28,,NP23 4WB,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,06-Nov-20,8:15 AM,9:00 AM,Weekday Three Quarter Hour,0.75,8.041,18.07
Carer 28,,NP23 4WB,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,06-Nov-20,9:30 AM,10:30 AM,Weekday Hour,1,5.403,10.26
Carer 28,,NP23 4WB,WA01,Client 217,,,,,NP7 9PZ,Monmouth,Social Services,06-Nov-20,10:30 AM,11:15 AM,Weekday Three Quarter Hour,0.75,2.936,6.27
Carer 28,,NP23 4WB,WA01,Client 224,,,,,NP7 8PB,Monmouth,Social Services,06-Nov-20,11:30 AM,1:00 PM,Weekday Hour,1.5,10.018,15.58
Carer 28,,NP23 4WB,WA01,Client 129,,,,,NP4 0AW,Monmouth,Social Services,06-Nov-20,1:30 PM,2:30 PM,Weekday Hour,1,14.689,23.08
Carer 28,,NP23 4WB,WA01,Client 230,,,,,NP7 6EY,Monmouth,Social Services,06-Nov-20,2:45 PM,4:15 PM,Weekday Hour,1.5,7.613,15.03
Carer 28,,NP23 4WB,WA01,Client 88,,,,,NP7 0PA,Monmouth,Social Services,07-Nov-20,6:30 AM,7:30 AM,Weekend Hour,1,,
Carer 28,,NP23 4WB,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,07-Nov-20,7:30 AM,8:00 AM,Weekend Half Hour,0.5,8.041,18.07
Carer 28,,NP23 4WB,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,07-Nov-20,8:00 AM,8:30 AM,Weekend Half Hour,0.5,0.414,1.16
Carer 28,,NP23 4WB,WA01,Client 217,,,,,NP7 9PZ,Monmouth,Social Services,07-Nov-20,8:30 AM,9:15 AM,Weekend Three Quarter Hour,0.75,1.619,5.42
Carer 28,,NP23 4WB,WA01,Client 205,,,,,NP7 5TA,Monmouth,Social Services,07-Nov-20,9:15 AM,9:45 AM,Weekend Half Hour,0.5,1.561,6.21
Carer 28,,NP23 4WB,WA01,Client 212,,,,,NP7 0AE,Monmouth,Social Services,07-Nov-20,9:45 AM,10:15 AM,Weekend Half Hour,0.5,4.314,9.36
Carer 28,,NP23 4WB,WA01,Client 224,,,,,NP7 8PB,Monmouth,Social Services,07-Nov-20,10:30 AM,12:00 PM,Weekend Hour,1.5,12.154,18.53
Carer 28,,NP23 4WB,WA01,Client 224,,,,,NP7 8PB,Monmouth,Social Services,07-Nov-20,12:00 PM,2:00 PM,Weekend Hour,2,,
Carer 28,,NP23 4WB,WA01,Client 88,,,,,NP7 0PA,Monmouth,Social Services,08-Nov-20,7:00 AM,8:00 AM,Weekend Hour,1,,
Carer 28,,NP23 4WB,WA01,Client 232,,,,,NP7 6EY,Monmouth,Social Services,08-Nov-20,8:15 AM,8:45 AM,Weekend Half Hour,0.5,8.041,18.07
Carer 28,,NP23 4WB,WA01,Client 69,,,,,NP7 5SP,Monmouth,Social Services,08-Nov-20,8:45 AM,9:15 AM,Weekend Half Hour,0.5,0.414,1.16
Carer 28,,NP23 4WB,WA01,Client 185,,,,,NP7 6EE,Monmouth,Social Services,08-Nov-20,9:30 AM,10:00 AM,Weekend Half Hour,0.5,0.758,2.5
Carer 28,,NP23 4WB,WA01,Client 112,,,,,NP7 6EL,Monmouth,Social Services,08-Nov-20,10:00 AM,10:30 AM,Weekend Half Hour,0.5,0.17,0.36
Carer 28,,NP23 4WB,WA01,Client 224,,,,,NP7 8PB,Monmouth,Social Services,08-Nov-20,10:45 AM,12:15 PM,Weekend Hour,1.5,8.154,14.25
Carer 28,,NP23 4WB,WA01,Client 224,,,,,NP7 8PB,Monmouth,Social Services,08-Nov-20,12:15 PM,2:15 PM,Weekend Hour,2,,
Carer 35,,NP26 4LQ,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,02-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,,
Carer 35,,NP26 4LQ,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,02-Nov-20,9:45 AM,10:00 AM,Weekday Fifteen Minutes,0.25,0.863,3.15
Carer 35,,NP26 4LQ,WA01,Client 156,,,,,NP26 3HT,Monmouth,Social Services,02-Nov-20,10:15 AM,11:00 AM,Weekday Three Quarter Hour,0.75,3.492,9.56
Carer 35,,NP26 4LQ,WA01,Client 21,,,,,NP15 1LZ,Monmouth,Social Services,02-Nov-20,4:15 PM,4:45 PM,Weekday Half Hour,0.5,9.428,22.35
Carer 35,,NP26 4LQ,WA01,Client 182,,,,,NP15 1PZ,Monmouth,Social Services,02-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,2.352,5.15
Carer 35,,NP26 4LQ,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,02-Nov-20,5:30 PM,6:00 PM,Weekday Half Hour,0.5,3.485,8.09
Carer 35,,NP26 4LQ,WA01,Client 215,,,,,NP15 1DQ,Monmouth,Social Services,02-Nov-20,6:00 PM,6:15 PM,Weekday Fifteen Minutes,0.25,0.72,3.09
Carer 35,,NP26 4LQ,WA01,Client 21,,,,,NP15 1LZ,Monmouth,Social Services,02-Nov-20,7:00 PM,7:30 PM,Weekday Half Hour,0.5,5.118,9.52
Carer 35,,NP26 4LQ,WA01,Client 186,,,,,NP4 0TG,Monmouth,Social Services,02-Nov-20,7:45 PM,8:15 PM,Weekday Half Hour,0.5,9.488,23.05
Carer 35,,NP26 4LQ,WA01,Client 170,,,,,NP4 0SZ,Monmouth,Social Services,02-Nov-20,8:15 PM,8:45 PM,Weekday Half Hour,0.5,3.216,11.1
Carer 35,,NP26 4LQ,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,02-Nov-20,9:00 PM,9:30 PM,Weekday Half Hour,0.5,4.254,12.28
Carer 35,,NP26 4LQ,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,03-Nov-20,7:30 AM,8:00 AM,Weekday Half Hour,0.5,17.813,25.37
Carer 35,,NP26 4LQ,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,03-Nov-20,8:30 AM,9:00 AM,Weekday Half Hour,0.5,13.063,28.35
Carer 35,,NP26 4LQ,WA01,Client 215,,,,,NP15 1DQ,Monmouth,Social Services,03-Nov-20,9:00 AM,9:30 AM,Weekday Half Hour,0.5,0.72,3.09
Carer 35,,NP26 4LQ,WA01,Client 87,,,,,NP15 2HJ,Monmouth,Private 2016,03-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,5.528,11.05
Carer 35,,NP26 4LQ,WA01,Client 170,,,,,NP4 0SZ,Monmouth,Social Services,03-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,9.028,21.14
Carer 35,,NP26 4LQ,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,03-Nov-20,12:45 PM,1:15 PM,Weekday Half Hour,0.5,4.254,12.28
Carer 35,,NP26 4LQ,WA01,Client 170,,,,,NP4 0SZ,Monmouth,Social Services,04-Nov-20,7:00 AM,8:00 AM,Weekday Hour,1,,
Carer 35,,NP26 4LQ,WA01,Client 186,,,,,NP4 0TG,Monmouth,Social Services,04-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,3.216,10.47
Carer 35,,NP26 4LQ,WA01,Client 182,,,,,NP15 1PZ,Monmouth,Social Services,04-Nov-20,9:00 AM,9:45 AM,Weekday Three Quarter Hour,0.75,7.136,15.23
Carer 35,,NP26 4LQ,WA01,Client 87,,,,,NP15 2HJ,Monmouth,Private 2016,04-Nov-20,10:00 AM,10:45 AM,Weekday Three Quarter Hour,0.75,8.292,15.45
Carer 35,,NP26 4LQ,WA01,Client 21,,,,,NP15 1LZ,Monmouth,Social Services,04-Nov-20,11:30 AM,12:00 PM,Weekday Half Hour,0.5,10.671,21.36
Carer 35,,NP26 4LQ,WA01,Client 182,,,,,NP15 1PZ,Monmouth,Social Services,04-Nov-20,12:00 PM,12:30 PM,Weekday Half Hour,0.5,2.352,5.15
Carer 35,,NP26 4LQ,WA01,Client 170,,,,,NP4 0SZ,Monmouth,Social Services,04-Nov-20,12:40 PM,1:10 PM,Weekday Half Hour,0.5,3.365,8.49
Carer 35,,NP26 4LQ,WA01,Client 55,,,,,NP15 1BB,Monmouth,Social Services,04-Nov-20,1:15 PM,1:45 PM,Weekday Half Hour,0.5,4.254,12.28
Carer 35,,NP26 4LQ,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,04-Nov-20,4:30 PM,5:00 PM,Weekday Half Hour,0.5,11.918,26.19
Carer 35,,NP26 4LQ,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,04-Nov-20,5:00 PM,5:30 PM,Weekday Half Hour,0.5,2.085,5.22
Carer 35,,NP26 4LQ,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,04-Nov-20,5:30 PM,6:00 PM,Weekday Half Hour,0.5,1.606,4.41
Carer 35,,NP26 4LQ,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,04-Nov-20,6:00 PM,6:30 PM,Weekday Half Hour,0.5,2.916,8.43
Carer 35,,NP26 4LQ,WA01,Client 35,,,,,NP26 4AJ,Monmouth,Social Services,04-Nov-20,7:00 PM,7:30 PM,Weekday Half Hour,0.5,1.979,5.46
Carer 35,,NP26 4LQ,WA01,Client 48,,,,,NP26 4NH,Monmouth,Social Services,04-Nov-20,7:45 PM,8:00 PM,Weekday Fifteen Minutes,0.25,1.022,4.25
Carer 35,,NP26 4LQ,WA01,Client 93,,,,,NP26 5AH,Monmouth,Social Services,04-Nov-20,8:00 PM,8:30 PM,Weekday Half Hour,0.5,1.411,6.04
Carer 35,,NP26 4LQ,WA01,Client 178,,,,,NP26 5TL,Monmouth,Social Services,04-Nov-20,8:30 PM,9:00 PM,Weekday Half Hour,0.5,2.916,8.43
Carer 35,,NP26 4LQ,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,04-Nov-20,9:00 PM,9:15 PM,Weekday Fifteen Minutes,0.25,2.207,6.27
Carer 35,,NP26 4LQ,WA01,Client 40,,,,,NP26 3SY,Monmouth,Social Services,04-Nov-20,9:15 PM,9:45 PM,Weekday Half Hour,0.5,0.991,3.11
Carer 35,,NP26 4LQ,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,04-Nov-20,9:45 PM,10:15 PM,Weekday Half Hour,0.5,,
Carer 35,,NP26 4LQ,WA01,Client 28,,,,,NP26 4LQ,Monmouth,Social Services,05-Nov-20,7:00 AM,7:30 AM,Weekday Half Hour,0.5,1.117,4.19
Carer 35,,NP26 4LQ,WA01,Client 150,,,,,NP26 5BJ,Monmouth,Social Services,05-Nov-20,8:00 AM,8:45 AM,Weekday Three Quarter Hour,0.75,2.123,6.02
Carer 35,,NP26 4LQ,WA01,Client 54,,,,,NP26 3SA,Monmouth,Social Services,05-Nov-20,9:15 AM,9:45 AM,Weekday Half Hour,0.5,2.908,7.52
Carer 35,,NP26 4LQ,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,05-Nov-20,10:00 AM,10:15 AM,Weekday Fifteen Minutes,0.25,0.465,3.06
Carer 35,,NP26 4LQ,WA01,Client 156,,,,,NP26 3HT,Monmouth,Social Services,05-Nov-20,10:30 AM,11:15 AM,Weekday Three Quarter Hour,0.75,3.492,9.56
Carer 35,,NP26 4LQ,WA01,Client 211,,,,,NP26 4AE,Monmouth,Social Services,05-Nov-20,3:00 PM,3:45 PM,Weekday Three Quarter Hour,0.75,3.992,9.22
Carer 35,,NP26 4LQ,WA01,Client 149,,,,,NP16 5RG,Monmouth,Chepstow Block,05-Nov-20,4:00 PM,4:30 PM,Weekday Half Hour,0.5,5.998,12.12
Carer 35,,NP26 4LQ,WA01,Client 62,,,,,NP26 3BZ,Monmouth,Social Services,05-Nov-20,4:45 PM,5:15 PM,Weekday Half Hour,0.5,10.316,13.11
Carer 35,,NP26 4LQ,WA01,Client 41,,,,,NP26 3SY,Monmouth,Social Services,05-Nov-20,5:30 PM,6:00 PM,Weekday Half Hour,0.5,3.124,7.1
Carer 35,,NP26 4LQ,WA01,Client 143,,,,,NP26 5DN,Monmouth,Social Services,05-Nov-20,6:15 PM,6:45 PM,Weekday Half Hour,0.5,1.867,6.46
Carer 35,,NP26 4LQ,WA01,Client 208,,,,,NP26 4PL,Monmouth,Social Services,05-Nov-20,7:00 PM,7:30 PM,Weekday Half Hour,0.5,0.643,3.19
